,dates,weights
0,2009-03-17,"[0.03332841 0.01733124 0.01646142 0.0393303  0.0172298  0.04452027
 0.01714145 0.02136147 0.04655291 0.01781402 0.04524103 0.04589832
 0.04716818 0.0381942  0.0184555  0.01743753 0.01951513 0.04540319
 0.02083542 0.01818966 0.01763635 0.04551886 0.01825807 0.01726307
 0.01727261 0.01746752 0.04592737 0.01628722 0.02412084 0.02341318
 0.01925744 0.01833946 0.04549715 0.02351149 0.01914478 0.04367517]"
1,2009-03-18,"[0.03401356 0.01824841 0.01736887 0.03984409 0.01735451 0.04689267
 0.01866662 0.02103538 0.0448158  0.01771895 0.04515749 0.04480287
 0.04630258 0.03822013 0.01811749 0.01770938 0.01865242 0.04531622
 0.02127288 0.01788518 0.01910213 0.04649365 0.01826765 0.01609538
 0.01707685 0.01831223 0.04471061 0.01841903 0.02400613 0.0183325
 0.01992882 0.01846428 0.04605637 0.0232943  0.01840004 0.04364454]"
2,2009-03-19,"[0.03528921 0.0176815  0.01838733 0.03753444 0.01749475 0.04470393
 0.01645803 0.02184948 0.04736213 0.01807042 0.04506303 0.04586672
 0.04733801 0.04007338 0.01744521 0.01783939 0.0193694  0.04556311
 0.02122825 0.01841667 0.01963568 0.04643738 0.01810053 0.01649157
 0.01756529 0.01776655 0.04544366 0.02029601 0.0242575  0.01557662
 0.0194496  0.01848562 0.04334134 0.02250062 0.01773214 0.04388548]"
3,2009-03-20,"[0.03559845 0.01738989 0.01833309 0.03668048 0.01708475 0.04516048
 0.01679718 0.02153332 0.0469722  0.01742697 0.04531189 0.04447709
 0.0455887  0.04057871 0.01808066 0.01760211 0.0199292  0.04698132
 0.02209785 0.01805975 0.01727893 0.04589855 0.01832316 0.01678403
 0.01771197 0.01746774 0.04863199 0.0192119  0.02430752 0.01655695
 0.01659985 0.01739053 0.04661062 0.0234787  0.01835349 0.04371   ]"
4,2009-03-23,"[0.03294524 0.0181775  0.0166572  0.04106479 0.01796182 0.05013173
 0.0196943  0.02082611 0.04388165 0.01783928 0.04566683 0.04534779
 0.04732073 0.03785921 0.01752505 0.01735671 0.01902862 0.0458243
 0.01986447 0.01887597 0.01905967 0.04621208 0.01883649 0.01645757
 0.01736103 0.01879865 0.04402134 0.01799034 0.02395374 0.0173734
 0.01829901 0.01891449 0.04493887 0.02321902 0.01759628 0.04311875]"
5,2009-03-24,"[0.03549442 0.01828578 0.01762731 0.03933572 0.01709827 0.04667799
 0.01704972 0.02148348 0.04918268 0.01771127 0.04527849 0.04416983
 0.04605725 0.04021906 0.01748833 0.01737413 0.01938696 0.04606495
 0.02255698 0.01795933 0.01725679 0.04655752 0.01849823 0.0168524
 0.01779325 0.01704447 0.04788256 0.01998736 0.02412313 0.0191754
 0.01702867 0.01678331 0.04096831 0.02273387 0.01779714 0.04301565]"
6,2009-03-25,"[0.03460016 0.01804959 0.0170869  0.04075959 0.01807038 0.04493371
 0.01767777 0.02149915 0.04553419 0.01767403 0.04464057 0.04639067
 0.04569332 0.03987782 0.01840959 0.01729303 0.01908666 0.04714883
 0.02172853 0.01822979 0.0190505  0.04672486 0.01869524 0.01776082
 0.0168298  0.01697436 0.04560627 0.01727705 0.02431032 0.01713897
 0.01805154 0.01757841 0.04423023 0.02372674 0.01839098 0.04326969]"
7,2009-03-26,"[0.03372357 0.01805731 0.01622295 0.03931372 0.01796605 0.045515
 0.01822195 0.0211765  0.04819778 0.01739424 0.04577515 0.04652702
 0.04615233 0.03952699 0.01792969 0.01767399 0.01895067 0.04573248
 0.0216734  0.01763147 0.0180514  0.04605279 0.01872007 0.01728584
 0.01851104 0.01792799 0.04441029 0.01681279 0.02407455 0.01811457
 0.01706691 0.01844129 0.04622445 0.02248867 0.01879943 0.04365567]"
8,2009-03-27,"[0.03578456 0.01804702 0.01777028 0.04019338 0.01743166 0.04505179
 0.0172278  0.02183715 0.04556688 0.01765464 0.04553544 0.04346054
 0.04572164 0.03963733 0.01760573 0.01830169 0.02028877 0.04687085
 0.02173047 0.01829499 0.01734117 0.04744815 0.0188291  0.01742389
 0.0175659  0.01760615 0.04658618 0.02048725 0.02450796 0.01683816
 0.01568113 0.01880736 0.04118577 0.02354437 0.01847208 0.04366281]"
9,2009-03-30,"[0.03574198 0.01715682 0.01731587 0.03920828 0.01707998 0.04417675
 0.01595283 0.0220394  0.04551207 0.01766485 0.0446727  0.04688987
 0.04630981 0.03972882 0.01775042 0.01715529 0.02059613 0.04671794
 0.02172851 0.0184806  0.01831087 0.04643122 0.01840146 0.01741351
 0.01777121 0.01710333 0.04631703 0.01927252 0.02413462 0.01675207
 0.01793741 0.01827307 0.04544356 0.02339984 0.01759917 0.04356022]"
